./dataset/clean_resized/0.jpg,167,183,251,219,neck
./dataset/clean_resized/0.jpg,178,406,366,487,stomach
./dataset/clean_resized/1.jpg,163,458,333,555,stomach
./dataset/clean_resized/1.jpg,197,207,299,253,neck
./dataset/clean_resized/2.jpg,98,318,200,359,neck
./dataset/clean_resized/3.jpg,382,166,438,184,neck
./dataset/clean_resized/3.jpg,343,310,470,351,stomach
./dataset/clean_resized/4.jpg,173,213,315,271,neck
./dataset/clean_resized/4.jpg,38,583,317,635,stomach
./dataset/clean_resized/5.jpg,228,97,360,154,neck
./dataset/clean_resized/5.jpg,147,358,377,428,stomach
./dataset/clean_resized/6.jpg,189,146,231,163,neck
./dataset/clean_resized/6.jpg,178,246,259,275,stomach
./dataset/clean_resized/7.jpg,176,168,241,196,neck
./dataset/clean_resized/7.jpg,169,374,304,422,stomach
./dataset/clean_resized/8.jpg,317,100,370,126,neck
./dataset/clean_resized/8.jpg,284,235,387,272,stomach
./dataset/clean_resized/9.jpg,241,277,333,314,neck
./dataset/clean_resized/9.jpg,253,492,425,545,stomach
./dataset/clean_resized/10.jpg,251,144,319,182,neck
./dataset/clean_resized/10.jpg,215,318,329,368,stomach
./dataset/clean_resized/11.jpg,190,150,255,187,neck
./dataset/clean_resized/11.jpg,162,383,302,419,stomach
./dataset/clean_resized/12.jpg,207,172,291,222,neck
./dataset/clean_resized/12.jpg,157,445,335,495,stomach
./dataset/clean_resized/13.jpg,278,121,339,153,neck
./dataset/clean_resized/13.jpg,227,296,361,345,stomach
./dataset/clean_resized/14.jpg,208,146,264,169,neck
./dataset/clean_resized/14.jpg,204,290,309,329,stomach
./dataset/clean_resized/15.jpg,244,400,408,455,stomach
./dataset/clean_resized/16.jpg,397,188,454,210,neck
./dataset/clean_resized/16.jpg,141,200,205,231,neck
./dataset/clean_resized/16.jpg,136,340,224,370,stomach
./dataset/clean_resized/16.jpg,372,335,474,372,stomach
./dataset/clean_resized/17.jpg,269,156,350,194,neck
./dataset/clean_resized/17.jpg,127,437,299,515,stomach
./dataset/clean_resized/18.jpg,292,118,332,143,neck
./dataset/clean_resized/18.jpg,265,244,353,281,stomach
./dataset/clean_resized/19.jpg,260,161,339,206,neck
./dataset/clean_resized/19.jpg,192,412,390,495,stomach
./dataset/clean_resized/20.jpg,203,113,250,132,neck
./dataset/clean_resized/20.jpg,177,239,279,281,stomach
./dataset/clean_resized/21.jpg,144,167,235,212,neck
./dataset/clean_resized/21.jpg,97,423,295,495,stomach
./dataset/clean_resized/22.jpg,301,162,371,199,neck
./dataset/clean_resized/22.jpg,268,381,431,447,stomach
./dataset/clean_resized/23.jpg,286,139,309,155,neck
./dataset/clean_resized/23.jpg,266,222,328,242,stomach
./dataset/clean_resized/24.jpg,157,167,230,205,neck
./dataset/clean_resized/24.jpg,159,380,301,442,stomach
./dataset/clean_resized/28.jpg,251,216,634,354,stomach
./dataset/clean_resized/29.jpg,134,175,187,213,neck
./dataset/clean_resized/29.jpg,57,342,198,389,stomach
./dataset/clean_resized/29.jpg,294,160,352,190,neck
./dataset/clean_resized/29.jpg,253,350,407,402,stomach
./dataset/clean_resized/29.jpg,474,167,541,194,neck
./dataset/clean_resized/29.jpg,437,353,519,406,stomach
./dataset/clean_resized/30.jpg,234,154,314,190,neck
./dataset/clean_resized/30.jpg,174,348,326,420,stomach
./dataset/clean_resized/31.jpg,86,237,171,272,stomach
./dataset/clean_resized/31.jpg,429,205,590,266,stomach
./dataset/clean_resized/32.jpg,266,157,352,197,neck
./dataset/clean_resized/32.jpg,236,393,409,450,stomach
./dataset/clean_resized/33.jpg,158,70,217,131,neck
./dataset/clean_resized/33.jpg,119,301,291,362,stomach
./dataset/clean_resized/34.jpg,196,213,265,243,neck
./dataset/clean_resized/34.jpg,184,428,332,473,stomach
./dataset/clean_resized/34.jpg,162,499,342,552,stomach
./dataset/clean_resized/35.jpg,183,160,265,202,neck
./dataset/clean_resized/35.jpg,103,440,336,472,stomach
./dataset/clean_resized/36.jpg,249,152,284,195,neck
./dataset/clean_resized/36.jpg,202,337,345,371,stomach
./dataset/clean_resized/37.jpg,221,210,304,244,neck
./dataset/clean_resized/37.jpg,146,491,345,538,stomach
./dataset/clean_resized/38.jpg,89,413,383,498,stomach
./dataset/clean_resized/38.jpg,202,188,283,215,neck
./dataset/clean_resized/39.jpg,172,321,308,375,stomach
./dataset/clean_resized/39.jpg,190,148,264,173,neck
./dataset/clean_resized/40.jpg,259,70,370,96,neck
./dataset/clean_resized/40.jpg,168,287,450,373,stomach
./dataset/clean_resized/41.jpg,270,191,312,228,neck
./dataset/clean_resized/41.jpg,221,369,323,420,stomach
./dataset/clean_resized/42.jpg,311,120,364,148,neck
./dataset/clean_resized/42.jpg,280,277,405,311,stomach
./dataset/clean_resized/43.jpg,184,22,268,47,neck
./dataset/clean_resized/43.jpg,121,285,289,334,stomach
./dataset/clean_resized/44.jpg,227,144,265,161,neck
./dataset/clean_resized/44.jpg,210,250,289,281,stomach
./dataset/clean_resized/45.jpg,153,371,319,414,stomach
./dataset/clean_resized/45.jpg,256,184,296,213,neck
./dataset/clean_resized/46.jpg,490,65,562,96,neck
./dataset/clean_resized/46.jpg,465,253,616,293,stomach
./dataset/clean_resized/47.jpg,149,116,216,132,neck
./dataset/clean_resized/47.jpg,114,266,262,300,stomach
./dataset/clean_resized/48.jpg,305,139,370,166,neck
./dataset/clean_resized/48.jpg,268,296,405,339,stomach
./dataset/clean_resized/49.jpg,180,230,290,266,neck
./dataset/clean_resized/49.jpg,74,548,374,626,stomach
./dataset/clean_resized/50.jpg,170,261,295,282,stomach
./dataset/clean_resized/50.jpg,236,133,268,143,neck
